"numeroEvento","fechaInicio","fechaFin","duracionMinutos","codigoEstacionMayorAcumulado","valorMayorAcumulado","codigoEstacionMayorIntensidad","valorMayorIntensidad"
1101,2017-05-05 11:00:00.000,2017-05-05 19:10:00.000,490.000000000000000,154,14.720000000000000,211,76.200000000000000
1102,2017-05-05 19:10:00.000,2017-05-06 09:00:00.000,830.000000000000000,61,77.470000000000000,52,97.540000000000000
1103,2017-05-06 11:40:00.000,2017-05-06 16:40:00.000,300.000000000000000,61,23.110000000000000,73,53.280000000000000
1104,2017-05-07 09:40:00.000,2017-05-08 08:40:00.000,1380.000000000000000,168,63.250000000000000,9,143.260000000000000
1105,2017-05-08 11:30:00.000,2017-05-09 03:50:00.000,980.000000000000000,26,26.920000000000000,26,70.100000000000000
1106,2017-05-09 10:32:00.000,2017-05-09 16:50:00.000,410.000000000000000,19,10.160000000000000,42,36.580000000000000
1107,2017-05-09 17:10:00.000,2017-05-10 03:45:00.000,635.000000000000000,82,81.210000000000000,82,86.880000000000000
1108,2017-05-10 09:40:00.000,2017-05-11 04:05:00.000,1150.000000000000000,29,44.960000000000000,42,109.730000000000000
1109,2017-05-11 09:50:00.000,2017-05-11 16:40:00.000,410.000000000000000,25,18.540000000000000,25,64.010000000000000
1110,2017-05-11 19:50:00.000,2017-05-12 07:26:00.000,696.000000000000000,82,27.230000000000000,82,48.000000000000000
1111,2017-05-12 08:00:00.000,2017-05-12 17:11:00.000,551.000000000000000,58,14.730000000000000,58,91.440000000000000
1112,2017-05-12 18:50:00.000,2017-05-13 04:55:00.000,605.000000000000000,58,14.750000000000000,58,42.670000000000000
1113,2017-05-13 10:00:00.000,2017-05-13 21:10:00.000,670.000000000000000,4,26.430000000000000,4,97.540000000000000
1114,2017-05-14 11:43:00.000,2017-05-15 02:30:00.000,887.000000000000000,205,39.200000000000000,205,192.240000000000000
1115,2017-05-15 13:00:00.000,2017-05-16 00:14:00.000,674.000000000000000,83,58.910000000000000,17,112.780000000000000
1116,2017-05-16 20:45:00.000,2017-05-17 04:27:00.000,462.000000000000000,82,47.220000000000000,83,109.200000000000000
1117,2017-05-17 11:10:00.000,2017-05-18 07:20:00.000,1210.000000000000000,59,44.060000000000000,65,134.110000000000000
1118,2017-05-18 19:22:00.000,2017-05-19 01:13:00.000,351.000000000000000,31,11.180000000000000,31,27.430000000000000
1119,2017-05-19 21:00:00.000,2017-05-20 03:00:00.000,360.000000000000000,37,9.400000000000000,37,64.010000000000000
1120,2017-05-20 16:40:00.000,2017-05-21 04:00:00.000,680.000000000000000,127,48.770000000000000,127,91.440000000000000
1121,2017-05-21 12:17:00.000,2017-05-21 18:04:00.000,347.000000000000000,38,26.920000000000000,25,140.210000000000000
1122,2017-05-22 11:05:00.000,2017-05-22 17:36:00.000,391.000000000000000,61,20.830000000000000,30,88.390000000000000
1123,2017-05-26 19:00:00.000,2017-05-27 03:25:00.000,505.000000000000000,207,31.350000000000000,207,110.640000000000000
1124,2017-05-28 11:34:00.000,2017-05-28 14:29:00.000,175.000000000000000,105,10.620000000000000,105,81.720000000000000
1125,2017-05-29 15:15:00.000,2017-05-29 20:11:00.000,296.000000000000000,57,11.680000000000000,57,57.910000000000000
1126,2017-05-30 00:26:00.000,2017-05-30 04:41:00.000,255.000000000000000,88,8.130000000000000,48,36.580000000000000
1127,2017-05-30 14:00:00.000,2017-05-30 18:15:00.000,255.000000000000000,61,39.370000000000000,61,195.070000000000000
1128,2017-05-31 02:40:00.000,2017-05-31 09:00:00.000,380.000000000000000,30,15.750000000000000,88,21.340000000000000
1129,2017-05-31 12:50:00.000,2017-05-31 20:34:00.000,464.000000000000000,58,22.610000000000000,57,79.250000000000000
1130,2017-05-31 20:50:00.000,2017-06-01 03:37:00.000,407.000000000000000,205,20.810000000000000,5,82.300000000000000
1131,2017-06-01 17:20:00.000,2017-06-02 05:00:00.000,700.000000000000000,3,27.160000000000000,25,140.210000000000000
1132,2017-06-04 22:03:00.000,2017-06-05 02:37:00.000,274.000000000000000,122,6.990000000000000,25,12.190000000000000
1133,2017-06-06 23:45:00.000,2017-06-07 02:30:00.000,165.000000000000000,122,12.410000000000000,3,73.150000000000000
1135,2017-06-07 15:08:00.000,2017-06-08 04:27:00.000,799.000000000000000,28,31.240000000000000,28,76.200000000000000
1137,2017-06-10 14:13:00.000,2017-06-10 18:42:00.000,269.000000000000000,57,10.410000000000000,57,85.340000000000000
1138,2017-06-11 13:30:00.000,2017-06-12 11:50:00.000,1340.000000000000000,40,34.010000000000000,205,122.520000000000000
1139,2017-06-12 13:31:00.000,2017-06-13 01:21:00.000,710.000000000000000,4,9.910000000000000,4,42.670000000000000
1140,2017-06-13 13:00:00.000,2017-06-13 23:15:00.000,615.000000000000000,82,36.910000000000000,82,81.000000000000000
1141,2017-06-14 11:45:00.000,2017-06-15 04:30:00.000,1005.000000000000000,3,58.420000000000000,3,128.020000000000000
1142,2017-06-15 09:30:00.000,2017-06-15 17:15:00.000,465.000000000000000,122,31.060000000000000,61,88.390000000000000
1143,2017-06-16 12:43:00.000,2017-06-16 16:59:00.000,256.000000000000000,34,10.160000000000000,34,67.060000000000000
1144,2017-06-16 20:00:00.000,2017-06-17 13:40:00.000,1060.000000000000000,84,95.700000000000000,84,105.600000000000000
1145,2017-06-17 15:00:00.000,2017-06-18 01:45:00.000,645.000000000000000,47,26.160000000000000,51,88.390000000000000
1146,2017-06-18 13:00:00.000,2017-06-18 18:10:00.000,310.000000000000000,65,28.700000000000000,38,97.540000000000000
1147,2017-06-18 19:00:00.000,2017-06-19 11:56:00.000,1016.000000000000000,26,34.290000000000000,62,76.200000000000000
1148,2017-06-20 11:20:00.000,2017-06-20 18:37:00.000,437.000000000000000,61,21.840000000000000,61,64.010000000000000
1149,2017-06-20 21:14:00.000,2017-06-21 06:10:00.000,536.000000000000000,24,12.950000000000000,24,67.060000000000000
1150,2017-06-21 12:30:00.000,2017-06-21 21:10:00.000,520.000000000000000,206,25.430000000000000,36,88.390000000000000
1151,2017-06-22 18:30:00.000,2017-06-23 02:50:00.000,500.000000000000000,122,25.920000000000000,122,71.880000000000000
1152,2017-06-25 09:10:00.000,2017-06-25 16:20:00.000,430.000000000000000,59,17.640000000000000,61,97.540000000000000
1153,2017-06-25 18:10:00.000,2017-06-26 06:55:00.000,765.000000000000000,82,32.100000000000000,10,115.820000000000000
1154,2017-06-26 09:55:00.000,2017-06-27 10:36:00.000,1481.000000000000000,61,81.530000000000000,61,109.730000000000000
1155,2017-06-27 20:40:00.000,2017-06-28 08:55:00.000,735.000000000000000,62,76.710000000000000,61,91.440000000000000
1156,2017-06-28 13:11:00.000,2017-06-28 21:23:00.000,492.000000000000000,10,16.260000000000000,58,103.630000000000000
1157,2017-06-29 15:40:00.000,2017-06-29 18:45:00.000,185.000000000000000,21,23.110000000000000,20,91.440000000000000
1158,2017-06-29 22:00:00.000,2017-06-30 07:00:00.000,540.000000000000000,2,49.530000000000000,2,88.390000000000000
1159,2017-06-30 11:00:00.000,2017-06-30 14:10:00.000,190.000000000000000,52,13.720000000000000,15,45.720000000000000
1160,2017-06-30 14:40:00.000,2017-06-30 17:32:00.000,172.000000000000000,61,17.270000000000000,61,115.820000000000000
1161,2017-07-02 11:15:00.000,2017-07-02 17:20:00.000,365.000000000000000,105,25.270000000000000,105,58.200000000000000
1162,2017-07-06 14:52:00.000,2017-07-06 17:10:00.000,138.000000000000000,50,8.380000000000000,84,70.200000000000000
1163,2017-07-08 17:05:00.000,2017-07-09 03:25:00.000,620.000000000000000,122,58.650000000000000,122,109.320000000000000
1164,2017-07-11 10:54:00.000,2017-07-11 16:54:00.000,360.000000000000000,10,9.650000000000000,18,54.860000000000000
1165,2017-07-12 11:20:00.000,2017-07-12 17:35:00.000,375.000000000000000,105,8.560000000000000,105,36.840000000000000
1166,2017-07-13 13:26:00.000,2017-07-13 15:29:00.000,123.000000000000000,58,29.970000000000000,58,100.580000000000000
1167,2017-07-14 15:15:00.000,2017-07-15 09:19:00.000,1084.000000000000000,83,35.590000000000000,62,97.540000000000000
1168,2017-07-16 12:20:00.000,2017-07-16 23:00:00.000,640.000000000000000,206,50.000000000000000,205,176.160000000000000
1169,2017-07-18 15:15:00.000,2017-07-18 23:59:00.000,524.000000000000000,25,27.430000000000000,82,67.200000000000000
1170,2017-07-19 13:53:00.000,2017-07-19 16:00:00.000,127.000000000000000,105,30.990000000000000,105,98.280000000000000
1171,2017-07-19 21:09:00.000,2017-07-20 05:05:00.000,476.000000000000000,202,33.730000000000000,71,67.060000000000000
1172,2017-07-20 10:50:00.000,2017-07-20 23:42:00.000,772.000000000000000,52,15.490000000000000,55,82.300000000000000
1173,2017-07-30 15:45:00.000,2017-07-30 19:13:00.000,208.000000000000000,206,32.180000000000000,25,158.500000000000000
1174,2017-07-31 09:50:00.000,2017-07-31 19:06:00.000,556.000000000000000,38,9.140000000000000,38,54.860000000000000
1175,2017-08-03 13:06:00.000,2017-08-03 15:41:00.000,155.000000000000000,57,11.180000000000000,57,76.200000000000000
1176,2017-08-03 23:03:00.000,2017-08-04 09:30:00.000,627.000000000000000,25,24.640000000000000,122,40.080000000000000
1177,2017-08-04 12:20:00.000,2017-08-04 17:37:00.000,317.000000000000000,49,18.290000000000000,33,82.300000000000000
1178,2017-08-07 01:32:00.000,2017-08-07 06:00:00.000,268.000000000000000,25,14.220000000000000,25,24.380000000000000
1179,2017-08-07 22:00:00.000,2017-08-08 05:45:00.000,465.000000000000000,25,12.960000000000000,25,24.380000000000000
1180,2017-08-08 22:55:00.000,2017-08-09 06:30:00.000,455.000000000000000,25,21.080000000000000,25,36.580000000000000
1181,2017-08-10 22:30:00.000,2017-08-11 08:30:00.000,600.000000000000000,66,28.960000000000000,66,67.060000000000000
1182,2017-08-11 19:30:00.000,2017-08-12 08:51:00.000,801.000000000000000,72,69.600000000000000,72,137.160000000000000
1183,2017-08-12 20:15:00.000,2017-08-13 05:30:00.000,555.000000000000000,48,13.720000000000000,25,36.920000000000000
1184,2017-08-15 19:05:00.000,2017-08-16 03:15:00.000,490.000000000000000,82,26.870000000000000,82,34.320000000000000
1185,2017-08-16 11:30:00.000,2017-08-17 04:50:00.000,1040.000000000000000,189,58.670000000000000,33,121.990000000000000
1186,2017-08-18 12:30:00.000,2017-08-18 23:40:00.000,670.000000000000000,81,31.240000000000000,81,88.390000000000000
1187,2017-08-19 06:48:00.000,2017-08-19 15:57:00.000,549.000000000000000,82,12.020000000000000,25,12.190000000000000
1188,2017-08-19 20:20:00.000,2017-08-20 03:25:00.000,425.000000000000000,202,21.730000000000000,202,81.240000000000000
1189,2017-08-20 11:37:00.000,2017-08-20 21:05:00.000,568.000000000000000,201,29.980000000000000,52,97.540000000000000
1190,2017-08-23 14:03:00.000,2017-08-23 16:27:00.000,144.000000000000000,206,10.840000000000000,206,58.080000000000000
1191,2017-08-24 11:20:00.000,2017-08-24 16:14:00.000,294.000000000000000,82,7.180000000000000,82,85.560000000000000
1192,2017-08-26 11:50:00.000,2017-08-27 07:00:00.000,1150.000000000000000,105,119.510000000000000,30,146.300000000000000
1193,2017-08-27 13:42:00.000,2017-08-28 02:53:00.000,791.000000000000000,3,40.390000000000000,21,106.680000000000000
1194,2017-08-28 11:57:00.000,2017-08-28 15:00:00.000,183.000000000000000,193,24.640000000000000,193,97.940000000000000
1195,2017-08-28 15:40:00.000,2017-08-28 19:40:00.000,240.000000000000000,206,20.860000000000000,62,82.300000000000000
1196,2017-08-28 20:16:00.000,2017-08-29 01:47:00.000,331.000000000000000,82,22.450000000000000,82,90.000000000000000
1197,2017-08-29 03:06:00.000,2017-08-29 08:07:00.000,301.000000000000000,122,32.090000000000000,83,83.880000000000000
1198,2017-08-29 17:35:00.000,2017-08-30 03:21:00.000,586.000000000000000,205,35.180000000000000,205,87.000000000000000
1199,2017-08-30 17:11:00.000,2017-08-31 07:30:00.000,859.000000000000000,84,16.210000000000000,84,63.600000000000000
1200,2017-09-03 11:42:00.000,2017-09-03 15:55:00.000,253.000000000000000,62,12.700000000000000,3,103.630000000000000
1201,2017-09-04 21:40:00.000,2017-09-05 03:14:00.000,334.000000000000000,25,48.510000000000000,88,85.340000000000000
1202,2017-09-05 21:10:00.000,2017-09-06 07:25:00.000,615.000000000000000,122,16.470000000000000,75,36.580000000000000
1203,2017-09-06 16:34:00.000,2017-09-07 08:20:00.000,946.000000000000000,230,86.360000000000000,230,167.640000000000000
1204,2017-09-07 11:36:00.000,2017-09-08 04:41:00.000,1145.000000000000000,5,37.850000000000000,82,86.040000000000000
1205,2017-09-08 08:40:00.000,2017-09-10 11:45:00.000,3065.000000000000000,25,86.360000000000000,25,137.160000000000000
1206,2017-09-12 00:30:00.000,2017-09-12 05:09:00.000,279.000000000000000,33,16.760000000000000,33,73.150000000000000
1207,2017-09-12 09:26:00.000,2017-09-12 16:11:00.000,405.000000000000000,48,8.640000000000000,48,54.860000000000000
1208,2017-09-12 16:40:00.000,2017-09-13 03:20:00.000,640.000000000000000,230,83.310000000000000,230,182.880000000000000
1209,2017-09-13 10:44:00.000,2017-09-13 17:07:00.000,383.000000000000000,230,26.160000000000000,25,88.390000000000000
1210,2017-09-13 23:15:00.000,2017-09-14 01:37:00.000,142.000000000000000,206,13.550000000000000,50,79.250000000000000
1211,2017-09-14 12:00:00.000,2017-09-15 06:07:00.000,1087.000000000000000,204,54.680000000000000,204,100.200000000000000
1212,2017-09-15 11:49:00.000,2017-09-15 15:27:00.000,218.000000000000000,105,10.790000000000000,105,58.440000000000000
1213,2017-09-15 16:23:00.000,2017-09-15 20:40:00.000,257.000000000000000,230,22.100000000000000,230,115.820000000000000
1214,2017-09-15 20:50:00.000,2017-09-16 05:28:00.000,518.000000000000000,25,37.590000000000000,3,79.250000000000000
1215,2017-09-16 20:10:00.000,2017-09-17 05:55:00.000,585.000000000000000,204,30.470000000000000,230,67.060000000000000
1216,2017-09-18 12:30:00.000,2017-09-18 17:49:00.000,319.000000000000000,205,22.280000000000000,205,76.320000000000000
1217,2017-09-19 03:00:00.000,2017-09-19 08:03:00.000,303.000000000000000,82,24.440000000000000,82,84.720000000000000
1218,2017-09-19 12:00:00.000,2017-09-19 18:00:00.000,360.000000000000000,201,42.810000000000000,39,173.740000000000000
1219,2017-09-20 14:37:00.000,2017-09-20 20:00:00.000,323.000000000000000,26,11.680000000000000,207,48.360000000000000
1220,2017-09-21 12:40:00.000,2017-09-21 15:40:00.000,180.000000000000000,121,15.750000000000000,23,100.580000000000000
1221,2017-09-21 16:24:00.000,2017-09-21 20:14:00.000,230.000000000000000,2,22.860000000000000,205,109.680000000000000
1222,2017-09-22 12:15:00.000,2017-09-22 15:39:00.000,204.000000000000000,61,10.920000000000000,206,65.400000000000000
1223,2017-09-22 17:02:00.000,2017-09-23 07:56:00.000,894.000000000000000,10,48.770000000000000,10,143.260000000000000
1224,2017-09-23 12:30:00.000,2017-09-23 17:30:00.000,300.000000000000000,64,27.430000000000000,52,64.010000000000000
1225,2017-09-24 19:08:00.000,2017-09-25 02:37:00.000,449.000000000000000,30,17.530000000000000,30,51.820000000000000
1226,2017-09-27 16:14:00.000,2017-09-27 17:42:00.000,88.000000000000000,33,14.480000000000000,33,76.200000000000000
1227,2017-09-28 09:40:00.000,2017-09-28 17:04:00.000,444.000000000000000,57,21.080000000000000,230,73.150000000000000
1228,2017-09-29 10:41:00.000,2017-10-01 03:16:00.000,2435.000000000000000,203,92.710000000000000,3,112.780000000000000
1229,2017-10-01 11:40:00.000,2017-10-01 18:12:00.000,392.000000000000000,30,55.120000000000000,10,121.920000000000000
1230,2017-10-01 20:51:00.000,2017-10-02 07:27:00.000,636.000000000000000,30,42.160000000000000,30,79.250000000000000
1231,2017-10-02 13:42:00.000,2017-10-03 09:10:00.000,1168.000000000000000,26,56.690000000000000,54,161.540000000000000
1232,2017-10-03 13:44:00.000,2017-10-03 17:44:00.000,240.000000000000000,44,41.150000000000000,49,109.730000000000000
1233,2017-10-03 19:15:00.000,2017-10-04 05:51:00.000,636.000000000000000,31,15.490000000000000,31,57.910000000000000
1234,2017-10-04 12:20:00.000,2017-10-04 17:30:00.000,310.000000000000000,33,36.320000000000000,33,149.350000000000000
1235,2017-10-05 07:00:00.000,2017-10-05 23:10:00.000,970.000000000000000,207,45.840000000000000,207,92.760000000000000
1236,2017-10-08 11:37:00.000,2017-10-08 19:10:00.000,453.000000000000000,171,29.720000000000000,59,108.480000000000000
1237,2017-10-09 09:33:00.000,2017-10-09 17:30:00.000,477.000000000000000,19,28.700000000000000,65,64.010000000000000
1238,2017-10-10 13:00:00.000,2017-10-10 22:35:00.000,575.000000000000000,230,37.850000000000000,230,121.920000000000000
1239,2017-10-10 22:41:00.000,2017-10-11 09:21:00.000,640.000000000000000,64,35.310000000000000,64,82.300000000000000
1240,2017-10-12 20:32:00.000,2017-10-13 01:40:00.000,308.000000000000000,10,6.100000000000000,10,39.620000000000000
1241,2017-10-13 20:25:00.000,2017-10-14 00:08:00.000,223.000000000000000,47,10.160000000000000,127,39.620000000000000
1242,2017-10-14 19:26:00.000,2017-10-14 23:47:00.000,261.000000000000000,5,19.810000000000000,68,79.920000000000000
1243,2017-10-20 01:25:00.000,2017-10-20 06:16:00.000,291.000000000000000,31,8.130000000000000,31,36.580000000000000
1244,2017-10-20 12:53:00.000,2017-10-20 17:07:00.000,254.000000000000000,40,9.910000000000000,48,36.580000000000000
1245,2017-10-20 17:26:00.000,2017-10-21 00:00:00.000,394.000000000000000,47,47.750000000000000,47,112.780000000000000
1246,2017-10-21 12:00:00.000,2017-10-22 06:03:00.000,1083.000000000000000,68,62.930000000000000,7,106.680000000000000
1247,2017-10-22 12:10:00.000,2017-10-22 22:47:00.000,637.000000000000000,11,37.340000000000000,4,134.110000000000000
1248,2017-10-24 10:58:00.000,2017-10-24 18:04:00.000,426.000000000000000,73,14.730000000000000,73,61.080000000000000
1249,2017-10-25 10:53:00.000,2017-10-25 21:25:00.000,632.000000000000000,127,54.860000000000000,30,152.400000000000000
1250,2017-10-26 01:40:00.000,2017-10-26 18:00:00.000,980.000000000000000,40,30.480000000000000,42,85.340000000000000
1251,2017-10-27 11:00:00.000,2017-10-27 23:38:00.000,758.000000000000000,201,35.920000000000000,46,137.160000000000000
1252,2017-10-27 23:50:00.000,2017-10-29 10:00:00.000,2050.000000000000000,4,49.020000000000000,68,92.640000000000000
1253,2017-10-29 11:15:00.000,2017-10-29 20:43:00.000,568.000000000000000,57,17.270000000000000,57,76.200000000000000
1254,2017-10-30 11:16:00.000,2017-10-31 09:45:00.000,1349.000000000000000,227,29.210000000000000,82,46.800000000000000
1255,2017-10-31 10:50:00.000,2017-11-01 01:48:00.000,898.000000000000000,58,55.370000000000000,58,140.210000000000000
1256,2017-11-02 12:53:00.000,2017-11-02 17:25:00.000,272.000000000000000,7,15.240000000000000,7,85.340000000000000
1257,2017-11-03 12:00:00.000,2017-11-03 18:03:00.000,363.000000000000000,5,25.650000000000000,19,155.450000000000000
1258,2017-11-03 20:45:00.000,2017-11-04 07:00:00.000,615.000000000000000,41,44.700000000000000,49,94.490000000000000
1259,2017-11-04 11:40:00.000,2017-11-04 17:36:00.000,356.000000000000000,19,11.680000000000000,19,79.250000000000000
1260,2017-11-08 10:28:00.000,2017-11-08 19:26:00.000,538.000000000000000,32,20.830000000000000,83,113.040000000000000
1261,2017-11-09 09:50:00.000,2017-11-09 18:00:00.000,490.000000000000000,206,31.270000000000000,61,112.780000000000000
1262,2017-11-10 13:39:00.000,2017-11-11 08:12:00.000,1113.000000000000000,34,48.770000000000000,21,109.730000000000000
1263,2017-11-11 10:30:00.000,2017-11-11 22:06:00.000,696.000000000000000,230,24.380000000000000,38,88.390000000000000
1264,2017-11-13 12:00:00.000,2017-11-13 15:14:00.000,194.000000000000000,59,30.480000000000000,59,93.720000000000000
1265,2017-11-14 10:00:00.000,2017-11-15 12:00:00.000,1560.000000000000000,52,68.580000000000000,48,76.200000000000000
1266,2017-11-15 13:13:00.000,2017-11-16 07:46:00.000,1113.000000000000000,82,57.800000000000000,47,70.100000000000000
1267,2017-11-16 14:14:00.000,2017-11-17 03:00:00.000,766.000000000000000,4,44.700000000000000,4,73.150000000000000
1268,2017-11-17 10:30:00.000,2017-11-18 09:56:00.000,1406.000000000000000,230,54.100000000000000,52,88.390000000000000
1269,2017-11-18 10:30:00.000,2017-11-19 06:00:00.000,1170.000000000000000,56,61.210000000000000,67,94.490000000000000
1270,2017-11-19 08:15:00.000,2017-11-20 02:48:00.000,1113.000000000000000,171,48.260000000000000,33,57.910000000000000
1271,2017-11-20 10:14:00.000,2017-11-20 19:00:00.000,526.000000000000000,171,19.300000000000000,206,70.560000000000000
1272,2017-11-22 08:24:00.000,2017-11-22 16:54:00.000,501.000000000000000,61,23.110000000000000,61,128.020000000000000
1273,2017-11-23 11:36:00.000,2017-11-23 17:50:00.000,374.000000000000000,105,23.870000000000000,105,88.760000000000000
1274,2017-11-23 18:17:00.000,2017-11-24 06:30:00.000,733.000000000000000,22,29.970000000000000,22,82.300000000000000
1275,2017-11-24 11:04:00.000,2017-11-24 17:33:00.000,389.000000000000000,5,27.180000000000000,61,79.250000000000000
1276,2017-11-27 13:07:00.000,2017-11-27 18:00:00.000,293.000000000000000,105,27.450000000000000,105,81.840000000000000
1277,2017-11-29 12:08:00.000,2017-11-29 17:15:00.000,307.000000000000000,68,39.330000000000000,19,106.680000000000000
1278,2017-11-30 10:30:00.000,2017-11-30 17:24:00.000,414.000000000000000,5,25.650000000000000,205,102.480000000000000
1279,2017-11-30 18:40:00.000,2017-12-01 02:40:00.000,480.000000000000000,49,37.080000000000000,49,112.780000000000000
1280,2017-12-01 11:51:00.000,2017-12-01 21:16:00.000,565.000000000000000,75,38.860000000000000,206,94.680000000000000
1281,2017-12-02 12:22:00.000,2017-12-02 18:18:00.000,356.000000000000000,23,29.210000000000000,23,134.110000000000000
1282,2017-12-04 21:00:00.000,2017-12-05 05:00:00.000,480.000000000000000,82,32.150000000000000,82,62.520000000000000
1283,2017-12-07 19:00:00.000,2017-12-08 02:41:00.000,461.000000000000000,67,14.220000000000000,105,101.520000000000000
1284,2017-12-08 13:00:00.000,2017-12-08 18:00:00.000,300.000000000000000,205,49.430000000000000,205,107.400000000000000
1285,2017-12-08 18:43:00.000,2017-12-09 06:55:00.000,732.000000000000000,204,61.890000000000000,204,95.520000000000000
1286,2017-12-09 12:30:00.000,2017-12-09 18:54:00.000,384.000000000000000,8,38.860000000000000,17,158.500000000000000
1287,2017-12-10 11:03:00.000,2017-12-11 01:21:00.000,858.000000000000000,105,83.550000000000000,105,86.280000000000000
1288,2017-12-11 13:22:00.000,2017-12-12 03:20:00.000,838.000000000000000,3,25.400000000000000,74,67.060000000000000
1289,2017-12-12 17:15:00.000,2017-12-13 00:06:00.000,411.000000000000000,3,56.130000000000000,205,117.480000000000000
1290,2017-12-22 01:00:00.000,2017-12-22 03:48:00.000,168.000000000000000,244,13.210000000000000,244,39.620000000000000
1291,2017-12-25 11:25:00.000,2017-12-25 18:32:00.000,427.000000000000000,3,31.750000000000000,205,100.560000000000000
1292,2017-12-26 12:26:00.000,2017-12-27 08:30:00.000,1204.000000000000000,51,26.920000000000000,61,60.960000000000000
1293,2017-12-27 11:35:00.000,2017-12-28 07:45:00.000,1210.000000000000000,266,23.620000000000000,261,57.910000000000000
1294,2017-12-28 11:20:00.000,2017-12-29 05:40:00.000,1100.000000000000000,204,32.800000000000000,204,63.600000000000000
1295,2017-12-29 05:53:00.000,2017-12-29 19:30:00.000,817.000000000000000,10,26.920000000000000,207,72.960000000000000
1296,2017-12-29 22:38:00.000,2017-12-30 05:00:00.000,382.000000000000000,41,21.800000000000000,41,54.860000000000000
1297,2017-12-30 12:36:00.000,2017-12-30 18:15:00.000,339.000000000000000,5,24.130000000000000,5,115.820000000000000
1298,2017-12-31 00:30:00.000,2017-12-31 10:45:00.000,615.000000000000000,38,35.810000000000000,38,48.770000000000000
1299,2018-01-01 11:30:00.000,2018-01-01 21:00:00.000,570.000000000000000,83,34.820000000000000,44,88.390000000000000
1300,2018-01-01 22:23:00.000,2018-01-02 05:00:00.000,397.000000000000000,204,19.680000000000000,204,14.640000000000000
1301,2018-01-02 12:15:00.000,2018-01-02 21:00:00.000,525.000000000000000,3,69.850000000000000,3,128.020000000000000
1302,2018-01-03 13:01:00.000,2018-01-03 17:29:00.000,268.000000000000000,73,52.950000000000000,73,96.360000000000000
1303,2018-01-03 20:00:00.000,2018-01-04 04:30:00.000,510.000000000000000,205,26.160000000000000,46,18.290000000000000
1304,2018-01-04 13:40:00.000,2018-01-04 17:37:00.000,237.000000000000000,64,16.510000000000000,29,64.010000000000000
1305,2018-01-04 17:50:00.000,2018-01-05 08:35:00.000,885.000000000000000,4,34.540000000000000,261,103.630000000000000
1306,2018-01-05 12:03:00.000,2018-01-05 19:03:00.000,420.000000000000000,42,36.070000000000000,205,140.160000000000000
1307,2018-01-08 14:20:00.000,2018-01-08 22:30:00.000,490.000000000000000,206,47.050000000000000,48,140.210000000000000
1308,2018-01-09 00:16:00.000,2018-01-10 04:10:00.000,1674.000000000000000,206,122.150000000000000,205,119.040000000000000
1309,2018-01-10 14:45:00.000,2018-01-11 04:54:00.000,849.000000000000000,205,46.730000000000000,205,177.120000000000000
1310,2018-01-13 12:15:00.000,2018-01-13 18:48:00.000,393.000000000000000,5,10.920000000000000,5,45.720000000000000
1311,2018-01-14 12:07:00.000,2018-01-14 19:57:00.000,470.000000000000000,105,29.760000000000000,38,100.580000000000000
1312,2018-01-15 13:57:00.000,2018-01-15 17:45:00.000,228.000000000000000,205,13.400000000000000,205,82.560000000000000
1313,2018-01-16 09:20:00.000,2018-01-16 18:00:00.000,520.000000000000000,207,18.010000000000000,207,65.040000000000000
1314,2018-01-17 00:05:00.000,2018-01-17 14:48:00.000,883.000000000000000,3,11.940000000000000,56,60.960000000000000
1315,2018-01-17 14:48:00.000,2018-01-17 23:44:00.000,536.000000000000000,105,29.620000000000000,194,76.200000000000000
1316,2018-01-18 12:28:00.000,2018-01-19 06:18:00.000,1070.000000000000000,234,16.760000000000000,21,42.670000000000000
1317,2018-01-19 17:50:00.000,2018-01-20 02:09:00.000,499.000000000000000,75,9.910000000000000,204,39.360000000000000
1318,2018-01-28 00:24:00.000,2018-01-28 10:39:00.000,615.000000000000000,82,10.710000000000000,184,64.010000000000000
1319,2018-02-02 13:01:00.000,2018-02-03 03:19:00.000,858.000000000000000,23,71.370000000000000,23,152.400000000000000
1320,2018-02-04 14:30:00.000,2018-02-04 19:00:00.000,270.000000000000000,57,10.920000000000000,57,36.580000000000000
1321,2018-02-11 20:40:00.000,2018-02-12 02:35:00.000,355.000000000000000,66,25.400000000000000,66,76.200000000000000
1322,2018-02-13 14:25:00.000,2018-02-14 10:20:00.000,1195.000000000000000,64,44.200000000000000,58,100.580000000000000
1323,2018-02-15 14:25:00.000,2018-02-15 20:00:00.000,335.000000000000000,3,60.450000000000000,21,124.970000000000000
1324,2018-02-16 17:00:00.000,2018-02-16 20:10:00.000,190.000000000000000,62,46.740000000000000,62,143.260000000000000
1325,2018-02-17 12:10:00.000,2018-02-17 19:00:00.000,410.000000000000000,62,21.340000000000000,206,67.320000000000000
1326,2018-02-20 13:30:00.000,2018-02-20 19:00:00.000,330.000000000000000,206,18.530000000000000,64,76.200000000000000
1327,2018-02-22 19:00:00.000,2018-02-23 06:10:00.000,670.000000000000000,278,34.800000000000000,206,114.840000000000000
1328,2018-02-23 13:00:00.000,2018-02-24 09:40:00.000,1240.000000000000000,171,35.050000000000000,261,79.250000000000000
1329,2018-02-24 14:20:00.000,2018-02-24 21:45:00.000,445.000000000000000,82,16.090000000000000,82,78.600000000000000
