"numeroEvento","fechaInicio","fechaFin","duracionMinutos","codigoEstacionMayorAcumulado","valorMayorAcumulado","codigoEstacionMayorIntensidad","valorMayorIntensidad"
558,2014-10-19 16:00:00.000,2014-10-19 20:15:00.000,255.000000000000000,204,12.000000000000000,63,74.000000000000000
559,2014-10-21 13:20:00.000,2014-10-21 16:00:00.000,160.000000000000000,12,13.000000000000000,12,84.000000000000000
560,2014-10-22 01:00:00.000,2014-10-22 06:00:00.000,300.000000000000000,10,23.600000000000000,10,160.000000000000000
561,2014-10-22 14:00:00.000,2014-10-22 22:00:00.000,480.000000000000000,49,80.000000000000000,49,150.000000000000000
562,2014-10-23 22:00:00.000,2014-10-24 01:30:00.000,210.000000000000000,3,32.800000000000000,3,83.000000000000000
563,2014-10-24 20:00:00.000,2014-10-25 01:40:00.000,340.000000000000000,58,17.300000000000000,58,63.500000000000000
564,2014-10-25 18:00:00.000,2014-10-25 21:30:00.000,210.000000000000000,36,23.400000000000000,57,86.000000000000000
565,2014-10-25 22:00:00.000,2014-10-26 04:30:00.000,390.000000000000000,40,38.400000000000000,84,124.000000000000000
566,2014-10-28 14:00:00.000,2014-10-28 18:20:00.000,260.000000000000000,26,26.700000000000000,26,102.000000000000000
567,2014-10-28 19:15:00.000,2014-10-28 21:30:00.000,135.000000000000000,62,15.700000000000000,64,81.000000000000000
568,2014-10-29 14:15:00.000,2014-10-29 18:00:00.000,225.000000000000000,7,60.500000000000000,7,156.000000000000000
569,2014-10-30 00:15:00.000,2014-10-30 03:00:00.000,165.000000000000000,204,26.000000000000000,204,96.000000000000000
570,2014-10-30 14:00:00.000,2014-10-30 19:15:00.000,315.000000000000000,205,61.900000000000000,205,210.000000000000000
571,2014-10-30 21:00:00.000,2014-10-31 06:00:00.000,540.000000000000000,61,20.100000000000000,61,60.000000000000000
572,2014-10-31 12:30:00.000,2014-10-31 16:40:00.000,250.000000000000000,204,13.900000000000000,205,120.000000000000000
573,2014-11-04 13:50:00.000,2014-11-04 17:25:00.000,215.000000000000000,20,31.200000000000000,20,102.000000000000000
574,2014-11-05 13:00:00.000,2014-11-05 17:40:00.000,280.000000000000000,205,40.700000000000000,205,180.000000000000000
575,2014-11-05 20:10:00.000,2014-11-05 22:50:00.000,160.000000000000000,205,17.000000000000000,205,114.000000000000000
576,2014-11-06 12:25:00.000,2014-11-06 21:00:00.000,515.000000000000000,10,29.200000000000000,52,74.000000000000000
577,2014-11-07 13:30:00.000,2014-11-07 18:00:00.000,270.000000000000000,205,67.400000000000000,205,180.000000000000000
578,2014-11-08 12:10:00.000,2014-11-08 18:20:00.000,370.000000000000000,31,35.800000000000000,68,150.000000000000000
579,2014-11-09 15:15:00.000,2014-11-10 04:15:00.000,780.000000000000000,205,69.300000000000000,10,132.000000000000000
580,2014-11-10 11:00:00.000,2014-11-10 15:00:00.000,240.000000000000000,26,27.200000000000000,6,86.400000000000000
581,2014-11-10 22:40:00.000,2014-11-11 10:00:00.000,680.000000000000000,8,19.900000000000000,1,90.000000000000000
582,2014-11-11 12:00:00.000,2014-11-11 18:30:00.000,390.000000000000000,206,28.590000000000000,206,156.000000000000000
583,2014-11-11 21:20:00.000,2014-11-12 03:00:00.000,340.000000000000000,68,35.000000000000000,12,82.800000000000000
584,2014-11-12 12:30:00.000,2014-11-12 18:00:00.000,330.000000000000000,71,33.500000000000000,35,120.000000000000000
585,2014-11-13 12:00:00.000,2014-11-13 18:00:00.000,360.000000000000000,13,13.500000000000000,1,66.000000000000000
586,2014-11-14 12:00:00.000,2014-11-14 16:30:00.000,270.000000000000000,67,35.600000000000000,67,106.800000000000000
587,2014-11-19 19:20:00.000,2014-11-19 22:40:00.000,200.000000000000000,52,28.200000000000000,8,61.200000000000000
588,2014-11-20 16:00:00.000,2014-11-20 20:30:00.000,270.000000000000000,52,21.800000000000000,52,132.000000000000000
589,2014-11-21 16:30:00.000,2014-11-21 19:00:00.000,150.000000000000000,49,12.200000000000000,49,60.000000000000000
590,2014-11-22 14:30:00.000,2014-11-22 21:00:00.000,390.000000000000000,69,52.400000000000000,25,79.250000000000000
591,2014-11-22 20:00:00.000,2014-11-23 02:30:00.000,390.000000000000000,204,26.500000000000000,204,90.000000000000000
592,2014-11-26 00:10:00.000,2014-11-26 05:20:00.000,310.000000000000000,8,34.000000000000000,39,76.800000000000000
593,2014-11-26 10:30:00.000,2014-11-26 16:30:00.000,360.000000000000000,5,21.800000000000000,5,73.150000000000000
594,2014-11-26 19:40:00.000,2014-11-26 23:00:00.000,200.000000000000000,82,12.000000000000000,30,63.600000000000000
595,2014-11-30 23:50:00.000,2014-12-01 07:30:00.000,460.000000000000000,82,21.700000000000000,82,25.000000000000000
596,2014-12-04 15:00:00.000,2014-12-04 19:00:00.000,240.000000000000000,58,21.800000000000000,58,138.000000000000000
597,2014-12-05 09:40:00.000,2014-12-05 13:00:00.000,200.000000000000000,68,13.500000000000000,68,64.560000000000000
598,2014-12-05 16:45:00.000,2014-12-06 04:15:00.000,690.000000000000000,69,56.900000000000000,67,120.000000000000000
599,2014-12-06 14:00:00.000,2014-12-06 18:45:00.000,285.000000000000000,105,40.000000000000000,58,120.000000000000000
600,2014-12-06 20:30:00.000,2014-12-07 03:00:00.000,390.000000000000000,105,50.900000000000000,19,108.000000000000000
601,2014-12-07 14:00:00.000,2014-12-07 20:00:00.000,360.000000000000000,5,29.700000000000000,202,100.440000000000000
602,2014-12-08 13:45:00.000,2014-12-08 19:00:00.000,315.000000000000000,53,49.800000000000000,11,168.000000000000000
603,2014-12-08 23:30:00.000,2014-12-09 08:00:00.000,510.000000000000000,204,22.900000000000000,204,66.000000000000000
604,2014-12-09 10:00:00.000,2014-12-09 17:30:00.000,450.000000000000000,105,40.600000000000000,66,61.200000000000000
605,2014-12-09 19:30:00.000,2014-12-09 21:30:00.000,120.000000000000000,82,20.700000000000000,82,110.000000000000000
606,2014-12-10 19:50:00.000,2014-12-11 04:00:00.000,490.000000000000000,42,15.200000000000000,6,63.600000000000000
607,2014-12-11 13:00:00.000,2014-12-11 18:00:00.000,300.000000000000000,3,22.600000000000000,3,90.000000000000000
608,2014-12-12 17:00:00.000,2014-12-12 20:15:00.000,195.000000000000000,201,12.800000000000000,201,110.000000000000000
609,2014-12-13 04:40:00.000,2014-12-13 07:30:00.000,170.000000000000000,59,20.300000000000000,41,37.000000000000000
610,2014-12-13 08:40:00.000,2014-12-13 14:30:00.000,350.000000000000000,55,30.700000000000000,55,100.800000000000000
611,2014-12-14 20:40:00.000,2014-12-15 03:00:00.000,380.000000000000000,203,22.200000000000000,16,78.000000000000000
612,2014-12-18 13:30:00.000,2014-12-18 17:20:00.000,230.000000000000000,9,34.700000000000000,9,162.000000000000000
613,2014-12-19 14:40:00.000,2014-12-19 18:00:00.000,200.000000000000000,29,44.500000000000000,29,120.000000000000000
614,2014-12-20 14:00:00.000,2014-12-20 20:20:00.000,380.000000000000000,49,18.800000000000000,49,97.540000000000000
615,2014-12-21 14:00:00.000,2014-12-21 18:10:00.000,250.000000000000000,69,29.500000000000000,69,92.000000000000000
617,2015-01-17 15:00:00.000,2015-01-17 16:50:00.000,110.000000000000000,59,11.000000000000000,15,69.600000000000000
618,2015-01-20 13:40:00.000,2015-01-20 18:00:00.000,260.000000000000000,61,18.500000000000000,36,90.000000000000000
619,2015-01-20 21:00:00.000,2015-01-21 05:30:00.000,510.000000000000000,5,11.900000000000000,50,48.700000000000000
620,2015-01-22 13:00:00.000,2015-01-23 03:00:00.000,840.000000000000000,73,83.100000000000000,88,134.400000000000000
621,2015-01-24 14:10:00.000,2015-01-24 17:50:00.000,220.000000000000000,33,14.000000000000000,33,76.800000000000000
622,2015-01-26 15:00:00.000,2015-01-26 16:45:00.000,105.000000000000000,2,19.800000000000000,18,120.000000000000000
623,2015-01-27 11:00:00.000,2015-01-27 17:15:00.000,375.000000000000000,20,20.700000000000000,20,120.000000000000000
624,2015-01-30 14:30:00.000,2015-01-30 18:00:00.000,210.000000000000000,53,14.200000000000000,53,80.000000000000000
625,2015-01-30 22:00:00.000,2015-01-31 01:00:00.000,180.000000000000000,3,22.100000000000000,8,90.000000000000000
626,2015-02-07 14:05:00.000,2015-02-07 18:20:00.000,255.000000000000000,206,49.600000000000000,206,150.000000000000000
627,2015-02-08 14:10:00.000,2015-02-08 20:00:00.000,350.000000000000000,64,18.000000000000000,58,67.200000000000000
628,2015-02-08 20:20:00.000,2015-02-09 00:15:00.000,235.000000000000000,52,17.000000000000000,66,66.000000000000000
629,2015-02-09 15:00:00.000,2015-02-10 03:30:00.000,750.000000000000000,76,51.300000000000000,207,65.700000000000000
630,2015-02-10 13:15:00.000,2015-02-10 19:30:00.000,375.000000000000000,205,44.100000000000000,59,87.000000000000000
631,2015-02-12 22:00:00.000,2015-02-13 08:40:00.000,640.000000000000000,82,42.400000000000000,82,114.000000000000000
632,2015-02-13 20:40:00.000,2015-02-13 22:40:00.000,120.000000000000000,204,12.700000000000000,30,22.800000000000000
633,2015-02-20 15:00:00.000,2015-02-20 19:00:00.000,240.000000000000000,61,22.800000000000000,61,168.000000000000000
634,2015-02-24 15:30:00.000,2015-02-24 17:30:00.000,120.000000000000000,105,37.000000000000000,33,128.000000000000000
635,2015-02-25 17:15:00.000,2015-02-25 22:10:00.000,295.000000000000000,34,17.000000000000000,34,76.800000000000000
636,2015-02-26 15:00:00.000,2015-02-26 17:20:00.000,140.000000000000000,206,12.500000000000000,3,73.200000000000000
637,2015-02-27 22:00:00.000,2015-02-28 04:51:00.000,411.000000000000000,5,13.700000000000000,6,81.000000000000000
638,2015-02-28 16:45:00.000,2015-02-28 19:45:00.000,180.000000000000000,84,14.800000000000000,29,90.000000000000000
639,2015-03-01 13:30:00.000,2015-03-01 16:30:00.000,180.000000000000000,206,6.500000000000000,62,70.000000000000000
640,2015-03-01 19:30:00.000,2015-03-01 22:50:00.000,200.000000000000000,61,42.400000000000000,62,96.000000000000000
641,2015-03-06 12:10:00.000,2015-03-06 14:20:00.000,130.000000000000000,76,7.400000000000000,70,27.600000000000000
642,2015-03-10 00:30:00.000,2015-03-10 03:30:00.000,180.000000000000000,82,7.500000000000000,82,58.320000000000000
643,2015-03-13 14:00:00.000,2015-03-13 18:30:00.000,270.000000000000000,17,14.700000000000000,17,76.800000000000000
644,2015-03-14 15:50:00.000,2015-03-14 18:20:00.000,150.000000000000000,34,19.100000000000000,34,68.000000000000000
645,2015-03-17 14:15:00.000,2015-03-17 15:45:00.000,90.000000000000000,59,18.100000000000000,59,96.000000000000000
646,2015-03-17 16:00:00.000,2015-03-17 21:00:00.000,300.000000000000000,207,12.100000000000000,207,36.580000000000000
647,2015-03-18 14:30:00.000,2015-03-18 19:48:00.000,318.000000000000000,205,61.900000000000000,-9999,134.400000000000000
648,2015-03-18 20:10:00.000,2015-03-19 06:00:00.000,590.000000000000000,122,125.300000000000000,122,57.600000000000000
649,2015-03-19 06:30:00.000,2015-03-19 22:30:00.000,960.000000000000000,207,42.000000000000000,4,69.600000000000000
650,2015-03-20 13:40:00.000,2015-03-20 17:00:00.000,200.000000000000000,36,32.500000000000000,22,82.800000000000000
651,2015-03-20 17:45:00.000,2015-03-21 05:00:00.000,675.000000000000000,69,42.500000000000000,201,117.000000000000000
652,2015-03-21 17:00:00.000,2015-03-22 03:00:00.000,600.000000000000000,201,34.400000000000000,59,108.000000000000000
653,2015-03-28 13:00:00.000,2015-03-28 18:00:00.000,300.000000000000000,105,42.700000000000000,206,103.000000000000000
654,2015-03-28 20:15:00.000,2015-03-29 00:15:00.000,240.000000000000000,2,27.200000000000000,54,97.000000000000000
655,2015-03-29 12:15:00.000,2015-03-29 21:00:00.000,525.000000000000000,205,45.900000000000000,69,155.000000000000000
656,2015-03-30 13:00:00.000,2015-03-30 18:00:00.000,300.000000000000000,56,25.900000000000000,16,106.800000000000000
657,2015-03-31 14:00:00.000,2015-04-01 04:00:00.000,840.000000000000000,67,63.000000000000000,3,124.800000000000000
658,2015-04-02 22:15:00.000,2015-04-03 07:30:00.000,555.000000000000000,17,35.600000000000000,17,103.500000000000000
659,2015-04-03 11:20:00.000,2015-04-03 18:55:00.000,455.000000000000000,38,22.900000000000000,69,104.000000000000000
660,2015-04-04 11:07:00.000,2015-04-04 18:33:00.000,446.000000000000000,4,43.200000000000000,18,100.800000000000000
661,2015-04-08 02:20:00.000,2015-04-08 18:10:00.000,950.000000000000000,34,50.500000000000000,65,62.000000000000000
662,2015-04-10 13:00:00.000,2015-04-10 16:00:00.000,180.000000000000000,10,34.000000000000000,9,156.000000000000000
663,2015-04-10 18:30:00.000,2015-04-10 22:20:00.000,230.000000000000000,82,37.900000000000000,82,104.000000000000000
664,2015-04-11 02:30:00.000,2015-04-11 08:30:00.000,360.000000000000000,82,35.300000000000000,127,30.000000000000000
665,2015-04-13 22:00:00.000,2015-04-14 07:20:00.000,560.000000000000000,82,19.200000000000000,122,96.600000000000000
666,2015-04-14 13:30:00.000,2015-04-14 16:30:00.000,180.000000000000000,105,45.900000000000000,8,137.200000000000000
667,2015-04-14 23:30:00.000,2015-04-15 04:00:00.000,270.000000000000000,29,26.400000000000000,29,96.000000000000000
668,2015-04-15 12:40:00.000,2015-04-15 23:00:00.000,620.000000000000000,82,60.500000000000000,47,146.200000000000000
669,2015-04-16 13:00:00.000,2015-04-16 19:30:00.000,390.000000000000000,75,24.600000000000000,210,69.600000000000000
670,2015-04-17 04:00:00.000,2015-04-17 23:59:00.000,1199.000000000000000,22,36.580000000000000,-9999,-9999.000000000000000
671,2015-04-17 13:45:00.000,2015-04-17 22:00:00.000,495.000000000000000,207,25.200000000000000,205,99.600000000000000
672,2015-04-18 00:30:00.000,2015-04-18 04:30:00.000,240.000000000000000,66,11.700000000000000,32,45.600000000000000
673,2015-04-02 13:45:00.000,2015-04-02 18:15:00.000,270.000000000000000,73,24.700000000000000,61,29.400000000000000
674,2015-04-20 12:30:00.000,2015-04-20 18:30:00.000,360.000000000000000,4,32.500000000000000,27,94.800000000000000
675,2015-04-20 20:00:00.000,2015-04-21 06:30:00.000,630.000000000000000,56,15.200000000000000,56,1.500000000000000
676,2015-05-03 12:50:00.000,2015-05-03 22:15:00.000,565.000000000000000,69,55.100000000000000,58,26.500000000000000
677,2015-05-04 02:00:00.000,2015-05-04 06:00:00.000,240.000000000000000,84,20.000000000000000,17,79.200000000000000
678,2015-05-05 13:30:00.000,2015-05-05 16:00:00.000,150.000000000000000,36,18.300000000000000,36,88.800000000000000
679,2015-05-06 22:00:00.000,2015-05-07 05:00:00.000,420.000000000000000,127,9.900000000000000,127,27.600000000000000
680,2015-04-07 14:30:00.000,2015-04-07 17:10:00.000,160.000000000000000,206,26.200000000000000,206,112.800000000000000
681,2015-05-15 11:44:00.000,2015-05-15 15:30:00.000,226.000000000000000,97,105.000000000000000,-9999,43.000000000000000
682,2015-05-16 00:20:00.000,2015-05-16 03:40:00.000,200.000000000000000,56,15.000000000000000,56,61.200000000000000
683,2015-05-16 18:15:00.000,2015-05-17 02:30:00.000,495.000000000000000,61,38.100000000000000,33,12.000000000000000
684,2015-05-17 16:50:00.000,2015-05-17 18:50:00.000,120.000000000000000,58,16.500000000000000,58,97.200000000000000
685,2015-05-17 21:30:00.000,2015-05-18 05:00:00.000,450.000000000000000,30,31.500000000000000,30,39.600000000000000
686,2015-05-18 14:30:00.000,2015-05-18 20:00:00.000,330.000000000000000,57,39.900000000000000,58,73.400000000000000
687,2015-05-21 18:30:00.000,2015-05-22 04:15:00.000,585.000000000000000,58,20.700000000000000,206,61.200000000000000
688,2015-05-22 11:20:00.000,2015-05-22 13:35:00.000,135.000000000000000,62,28.800000000000000,61,112.800000000000000
689,2015-05-23 20:30:00.000,2015-05-23 23:30:00.000,180.000000000000000,122,14.200000000000000,4,67.200000000000000
690,2015-05-24 20:30:00.000,2015-05-25 06:00:00.000,570.000000000000000,49,30.000000000000000,-9999,15.000000000000000
691,2015-05-25 13:30:00.000,2015-05-26 03:00:00.000,810.000000000000000,10,40.100000000000000,21,73.200000000000000
692,2015-05-26 13:00:00.000,2015-05-26 18:30:00.000,330.000000000000000,21,26.700000000000000,21,118.000000000000000
693,2015-05-27 19:00:00.000,2015-05-28 02:00:00.000,420.000000000000000,206,31.600000000000000,8,106.000000000000000
694,2015-05-28 10:50:00.000,2015-05-28 15:20:00.000,270.000000000000000,59,25.600000000000000,210,69.600000000000000
695,2015-05-28 18:00:00.000,2015-05-29 06:00:00.000,720.000000000000000,69,42.300000000000000,56,49.200000000000000
696,2015-05-29 11:20:00.000,2015-05-29 18:40:00.000,440.000000000000000,66,22.100000000000000,127,100.800000000000000
697,2015-05-29 18:40:00.000,2015-05-30 06:00:00.000,680.000000000000000,82,40.700000000000000,51,69.900000000000000
698,2015-05-30 13:20:00.000,2015-05-31 02:55:00.000,815.000000000000000,69,118.000000000000000,69,133.000000000000000
699,2015-05-31 14:45:00.000,2015-05-31 15:40:00.000,55.000000000000000,62,17.900000000000000,61,85.500000000000000
700,2015-05-31 23:30:00.000,2015-06-01 05:30:00.000,360.000000000000000,206,15.700000000000000,88,49.000000000000000
701,2015-06-08 16:00:00.000,2015-06-08 19:45:00.000,225.000000000000000,58,22.600000000000000,58,84.000000000000000
702,2015-06-08 20:00:00.000,2015-06-09 07:15:00.000,675.000000000000000,4,88.700000000000000,4,85.000000000000000
703,2015-06-10 23:40:00.000,2015-06-11 06:40:00.000,420.000000000000000,205,19.700000000000000,9,9.600000000000000
704,2015-06-15 06:41:00.000,2015-06-15 10:33:00.000,232.000000000000000,205,11.900000000000000,46,10.800000000000000
705,2015-07-06 00:50:00.000,2015-07-06 04:50:00.000,240.000000000000000,204,27.000000000000000,3,67.200000000000000
706,2015-06-07 20:30:00.000,2015-06-08 05:00:00.000,510.000000000000000,122,23.800000000000000,127,61.000000000000000
707,2015-07-08 23:00:00.000,2015-07-09 04:00:00.000,300.000000000000000,72,13.700000000000000,72,45.600000000000000
708,2015-07-12 15:00:00.000,2015-07-12 17:47:00.000,167.000000000000000,57,10.700000000000000,57,67.200000000000000
709,2015-07-14 17:30:00.000,2015-07-15 06:30:00.000,780.000000000000000,82,42.800000000000000,11,110.800000000000000
710,2015-07-15 12:15:00.000,2015-07-15 15:15:00.000,180.000000000000000,105,9.300000000000000,61,45.600000000000000
711,2015-07-15 20:30:00.000,2015-07-16 03:30:00.000,420.000000000000000,84,72.600000000000000,84,94.800000000000000
712,2015-07-18 00:00:00.000,2015-07-18 07:15:00.000,435.000000000000000,122,36.200000000000000,29,39.600000000000000
713,2015-07-18 20:00:00.000,2015-07-19 06:00:00.000,600.000000000000000,122,13.930000000000000,66,42.670000000000000
714,2015-07-19 15:30:00.000,2015-07-20 05:00:00.000,810.000000000000000,3,60.000000000000000,3,135.000000000000000
715,2015-07-20 12:10:00.000,2015-07-20 21:00:00.000,530.000000000000000,69,63.300000000000000,3,79.200000000000000
716,2015-07-20 23:00:00.000,2015-07-21 06:00:00.000,420.000000000000000,54,18.300000000000000,29,27.600000000000000
717,2015-07-21 16:20:00.000,2015-07-21 18:35:00.000,135.000000000000000,2,13.210000000000000,2,106.800000000000000
718,2015-07-21 19:00:00.000,2015-07-22 01:30:00.000,390.000000000000000,204,22.000000000000000,31,45.600000000000000
719,2015-07-28 23:30:00.000,2015-07-29 03:15:00.000,225.000000000000000,21,7.870000000000000,21,42.670000000000000
720,2015-07-29 21:15:00.000,2015-07-30 05:50:00.000,515.000000000000000,122,49.100000000000000,66,55.200000000000000
721,2015-07-31 22:00:00.000,2015-08-01 04:30:00.000,390.000000000000000,204,29.900000000000000,66,21.600000000000000
722,2015-08-08 16:15:00.000,2015-08-08 20:00:00.000,225.000000000000000,58,33.300000000000000,58,76.800000000000000
723,2015-08-13 20:00:00.000,2015-08-14 02:00:00.000,360.000000000000000,127,12.000000000000000,31,60.000000000000000
724,2015-08-15 16:00:00.000,2015-08-15 18:00:00.000,120.000000000000000,82,15.800000000000000,82,60.800000000000000
725,2015-08-16 15:30:00.000,2015-08-16 23:00:00.000,450.000000000000000,205,28.900000000000000,205,77.000000000000000
726,2015-08-17 20:45:00.000,2015-08-18 05:00:00.000,495.000000000000000,82,21.900000000000000,127,98.000000000000000
727,2015-08-19 22:00:00.000,2015-08-20 03:00:00.000,300.000000000000000,205,23.400000000000000,4,49.200000000000000
728,2015-08-20 21:15:00.000,2015-08-21 03:15:00.000,360.000000000000000,122,37.800000000000000,122,75.500000000000000
729,2015-08-21 17:30:00.000,2015-08-21 19:10:00.000,100.000000000000000,61,31.800000000000000,61,76.800000000000000
730,2015-08-23 21:15:00.000,2015-08-24 03:00:00.000,345.000000000000000,7,11.900000000000000,4,57.910000000000000
731,2015-08-24 04:50:00.000,2015-08-24 10:50:00.000,360.000000000000000,82,6.480000000000000,37,24.380000000000000
732,2015-08-24 13:10:00.000,2015-08-24 16:00:00.000,170.000000000000000,64,17.000000000000000,61,57.200000000000000
733,2015-08-25 20:30:00.000,2015-08-26 04:00:00.000,450.000000000000000,205,34.300000000000000,205,80.760000000000000
734,2015-08-26 22:20:00.000,2015-08-27 06:10:00.000,470.000000000000000,65,33.300000000000000,105,40.000000000000000
735,2015-08-27 22:45:00.000,2015-08-28 05:00:00.000,375.000000000000000,205,31.900000000000000,43,39.620000000000000
736,2015-09-07 22:30:00.000,2015-09-08 02:45:00.000,255.000000000000000,83,55.800000000000000,30,88.800000000000000
737,2015-09-09 23:30:00.000,2015-09-10 04:00:00.000,270.000000000000000,205,28.700000000000000,67,97.400000000000000
738,2015-09-10 17:00:00.000,2015-09-11 04:00:00.000,660.000000000000000,10,56.400000000000000,21,112.800000000000000
739,2015-09-11 06:15:00.000,2015-09-11 14:00:00.000,465.000000000000000,105,19.100000000000000,61,43.200000000000000
740,2015-09-16 19:30:00.000,2015-09-17 07:00:00.000,690.000000000000000,205,17.900000000000000,16,21.600000000000000
741,2015-09-18 12:00:00.000,2015-09-18 15:00:00.000,180.000000000000000,12,37.340000000000000,24,128.000000000000000
742,2015-09-19 12:30:00.000,2015-09-20 09:30:00.000,1260.000000000000000,122,64.800000000000000,43,120.000000000000000
743,2015-09-20 13:30:00.000,2015-09-20 17:50:00.000,260.000000000000000,52,21.100000000000000,52,130.800000000000000
744,2015-09-21 13:45:00.000,2015-09-21 17:45:00.000,240.000000000000000,105,61.700000000000000,58,97.200000000000000
745,2015-09-30 00:00:00.000,2015-09-30 05:30:00.000,330.000000000000000,64,68.600000000000000,64,85.000000000000000
746,2015-09-30 13:15:00.000,2015-09-30 17:45:00.000,270.000000000000000,69,22.400000000000000,69,96.000000000000000
747,2015-10-01 01:40:00.000,2015-10-01 03:50:00.000,130.000000000000000,206,21.400000000000000,36,57.600000000000000
748,2015-10-01 05:00:00.000,2015-10-01 10:00:00.000,300.000000000000000,1,25.400000000000000,9,45.600000000000000
749,2015-10-01 13:30:00.000,2015-10-01 22:30:00.000,540.000000000000000,21,32.000000000000000,14,30.000000000000000
750,2015-10-02 19:00:00.000,2015-10-03 02:30:00.000,450.000000000000000,206,25.000000000000000,64,96.000000000000000
751,2015-10-06 22:00:00.000,2015-10-07 04:30:00.000,390.000000000000000,82,10.700000000000000,82,9.960000000000000
752,2015-10-08 22:30:00.000,2015-10-09 06:45:00.000,495.000000000000000,82,39.100000000000000,30,79.200000000000000
753,2015-10-10 12:20:00.000,2015-10-10 16:30:00.000,250.000000000000000,58,11.400000000000000,57,33.600000000000000
754,2015-10-11 07:00:00.000,2015-10-11 14:30:00.000,450.000000000000000,21,19.600000000000000,121,55.200000000000000
755,2015-10-12 23:45:00.000,2015-10-13 06:00:00.000,375.000000000000000,82,30.600000000000000,82,55.000000000000000
756,2015-10-13 12:00:00.000,2015-10-14 03:30:00.000,930.000000000000000,18,74.200000000000000,44,73.200000000000000
757,2015-10-14 21:00:00.000,2015-10-15 05:30:00.000,510.000000000000000,82,83.800000000000000,82,75.000000000000000
758,2015-10-15 09:00:00.000,2015-10-15 21:23:00.000,743.000000000000000,202,36.400000000000000,60,100.800000000000000
759,2015-10-15 23:00:00.000,2015-10-16 08:00:00.000,540.000000000000000,206,47.900000000000000,61,134.400000000000000
760,2015-10-20 12:30:00.000,2015-10-20 16:30:00.000,240.000000000000000,205,26.300000000000000,53,112.800000000000000
761,2015-10-20 21:30:00.000,2015-10-20 23:30:00.000,120.000000000000000,76,10.920000000000000,68,58.800000000000000
762,2015-10-23 13:00:00.000,2015-10-23 18:40:00.000,340.000000000000000,84,31.200000000000000,28,122.800000000000000
763,2015-10-24 10:40:00.000,2015-10-24 19:30:00.000,530.000000000000000,65,66.800000000000000,76,85.200000000000000
764,2015-10-25 12:00:00.000,2015-10-25 21:00:00.000,540.000000000000000,69,42.300000000000000,55,106.800000000000000
765,2015-10-27 12:00:00.000,2015-10-27 16:30:00.000,270.000000000000000,84,30.400000000000000,2,91.200000000000000
766,2015-10-29 16:00:00.000,2015-10-29 22:25:00.000,385.000000000000000,25,42.200000000000000,29,88.800000000000000
767,2015-10-30 14:00:00.000,2015-10-30 17:30:00.000,210.000000000000000,201,22.000000000000000,23,67.200000000000000
768,2015-10-31 13:00:00.000,2015-10-31 17:40:00.000,280.000000000000000,36,46.500000000000000,36,98.000000000000000
769,2015-10-31 19:00:00.000,2015-11-01 07:00:00.000,720.000000000000000,28,29.700000000000000,18,55.000000000000000
770,2015-11-01 12:40:00.000,2015-11-01 16:15:00.000,215.000000000000000,59,26.400000000000000,15,85.200000000000000
771,2015-11-01 17:00:00.000,2015-11-02 15:15:00.000,1335.000000000000000,43,50.500000000000000,30,45.600000000000000
772,2015-11-04 05:10:00.000,2015-11-04 06:10:00.000,60.000000000000000,65,17.800000000000000,65,69.600000000000000
773,2015-11-04 11:45:00.000,2015-11-05 02:00:00.000,855.000000000000000,44,11.600000000000000,5,130.800000000000000
774,2015-11-05 10:00:00.000,2015-11-05 15:00:00.000,300.000000000000000,16,18.500000000000000,71,91.200000000000000
775,2015-11-06 16:00:00.000,2015-11-07 04:20:00.000,740.000000000000000,64,64.000000000000000,64,87.000000000000000
776,2015-11-07 11:20:00.000,2015-11-08 03:00:00.000,940.000000000000000,5,25.100000000000000,5,61.200000000000000
777,2015-11-08 12:00:00.000,2015-11-08 17:00:00.000,300.000000000000000,43,19.600000000000000,43,136.800000000000000
778,2015-11-09 11:30:00.000,2015-11-09 14:45:00.000,195.000000000000000,61,45.500000000000000,64,97.200000000000000
779,2015-11-09 21:00:00.000,2015-11-10 05:30:00.000,510.000000000000000,122,52.780000000000000,206,66.000000000000000
780,2015-11-11 12:30:00.000,2015-11-11 16:30:00.000,240.000000000000000,105,22.140000000000000,33,73.150000000000000
781,2015-11-16 12:25:00.000,2015-11-17 01:00:00.000,755.000000000000000,64,41.100000000000000,65,36.000000000000000
782,2015-11-18 10:00:00.000,2015-11-19 03:00:00.000,1020.000000000000000,18,51.820000000000000,51,79.250000000000000
783,2015-11-19 09:30:00.000,2015-11-19 19:30:00.000,600.000000000000000,42,17.780000000000000,205,58.440000000000000
784,2015-11-20 12:55:00.000,2015-11-20 20:30:00.000,455.000000000000000,105,42.110000000000000,33,91.440000000000000
785,2015-11-21 12:30:00.000,2015-11-21 20:00:00.000,450.000000000000000,38,11.600000000000000,38,73.150000000000000
786,2015-11-22 12:40:00.000,2015-11-22 19:40:00.000,420.000000000000000,18,25.600000000000000,21,121.900000000000000
787,2015-11-23 01:00:00.000,2015-11-23 08:00:00.000,420.000000000000000,65,47.240000000000000,84,67.200000000000000
788,2015-11-24 11:30:00.000,2015-11-24 17:30:00.000,360.000000000000000,211,23.880000000000000,33,109.730000000000000
789,2015-11-24 23:00:00.000,2015-11-25 06:30:00.000,450.000000000000000,38,54.400000000000000,71,72.000000000000000
